Time,Latitude,Longitude,Depth(km),Magnitude,Location
2022-08-21T11:47:03.195Z,-14.1,-169.46,12.11,3.1,"15 km NNE of Ta`?, American Samoa"
2022-08-21T11:21:45.467Z,-14.1,-169.47,13.82,2.5,"15 km NNE of Ta`?, American Samoa"
2022-08-21T11:09:43.939Z,-38.32,176.35,183.36,4.3,North Island of New Zealand
2022-08-21T11:02:38.290Z,33.34,-116.36,11.44,2.61,"10km N of Borrego Springs, CA"
2022-08-21T11:02:17.737Z,55.77,-155.59,2.3,2.5,"157 km SSW of Akhiok, Alaska"
2022-08-21T10:58:38.673Z,-14.07,-169.45,15.62,2.7,"18 km NNE of Ta`?, American Samoa"
2022-08-21T10:28:01.017Z,-0.24,-80.7,13.0,5.5,"50 km NW of Bahía de Caráquez, Ecuador"
2022-08-21T09:56:13.726Z,-14.11,-169.45,11.98,3.2,"15 km NNE of Ta`?, American Samoa"
2022-08-21T09:39:43.448Z,50.29,-176.81,10.0,2.5,"176 km S of Adak, Alaska"
2022-08-21T09:29:19.030Z,-14.13,-169.46,9.64,2.5,"13 km NNE of Ta`?, American Samoa"
2022-08-21T09:12:38.777Z,15.59,145.34,300.88,4.1,"60 km NW of Saipan, Northern Mariana Islands"
2022-08-21T09:11:25.610Z,19.09,-155.42,47.43,3.16,"14 km SSE of P?hala, Hawaii"
2022-08-21T09:09:30.106Z,51.37,178.25,35.0,3.4,"Rat Islands, Aleutian Islands, Alaska"
2022-08-21T09:05:43.240Z,18.52,-68.77,120.0,4.12,"12 km SW of Salvaleón de Higüey, Dominican Republic"
2022-08-21T08:20:08.685Z,-14.1,-169.46,11.45,3.5,"15 km NNE of Ta`?, American Samoa"
2022-08-21T08:07:28.428Z,-14.11,-169.44,11.56,2.7,"15 km NNE of Ta`?, American Samoa"
2022-08-21T07:49:09.490Z,18.17,-65.7,14.0,3.71,"4 km E of Punta Santiago, Puerto Rico"
2022-08-21T07:39:17.860Z,18.15,-65.7,17.66,3.1,"5 km ESE of Punta Santiago, Puerto Rico"
2022-08-21T07:33:59.150Z,3.14,126.35,60.89,4.7,"238 km NE of Laikit, Laikit II (Dimembe), Indonesia"
2022-08-21T07:33:23.080Z,17.98,-66.99,7.92,2.52,"6 km E of La Parguera, Puerto Rico"
2022-08-21T07:29:15.890Z,18.25,-107.65,10.0,4.0,"off the coast of Jalisco, Mexico"
2022-08-21T07:09:23.649Z,-14.1,-169.45,13.44,3.4,"16 km NNE of Ta`?, American Samoa"
2022-08-21T06:51:26.670Z,19.16,-155.5,37.96,2.6,"5 km SSW of P?hala, Hawaii"
2022-08-21T06:31:46.991Z,-14.1,-169.49,10.0,2.7,"15 km NNE of Ta`?, American Samoa"
2022-08-21T06:28:10.050Z,-14.09,-169.46,10.9,3.2,"17 km NNE of Ta`?, American Samoa"
2022-08-21T06:00:15.230Z,-14.09,-169.46,13.28,3.0,Samoa Islands
2022-08-21T05:51:50.704Z,-14.11,-169.44,10.18,3.6,"15 km NNE of Ta`?, American Samoa"
2022-08-21T05:17:48.201Z,-14.11,-169.46,11.38,3.0,"15 km NNE of Ta`?, American Samoa"
2022-08-21T05:15:55.313Z,-4.85,129.4,9.99,4.3,"175 km SSE of Amahai, Indonesia"
2022-08-21T05:08:33.762Z,-0.2,125.23,51.27,4.9,"170 km SSE of Tondano, Indonesia"
2022-08-21T04:52:48.555Z,37.48,13.15,10.38,4.1,"6 km ESE of Sciacca, Italy"
2022-08-21T04:37:00.739Z,-30.77,117.37,10.0,4.1,"117 km NW of Merredin, Australia"
2022-08-21T03:47:46.491Z,51.5,179.87,88.02,4.2,"Rat Islands, Aleutian Islands, Alaska"
2022-08-21T02:56:03.942Z,54.94,110.74,10.0,4.7,"74 km NNE of Kurumkan, Russia"
2022-08-21T02:51:52.414Z,33.74,137.07,369.09,4.2,"85 km SSE of Toba, Japan"
2022-08-21T00:50:39.584Z,-15.94,-70.56,185.81,4.1,"27 km S of Santa Lucía, Peru"
2022-08-21T00:43:52.333Z,-31.5,-68.9,109.66,4.2,"17 km WNW of Villa Basilio Nievas, Argentina"
2022-08-21T00:23:02.957Z,41.9,142.57,68.75,4.0,"Hokkaido, Japan region"
2022-08-20T23:49:16.798Z,-62.72,167.24,10.0,4.3,Balleny Islands region
2022-08-20T23:48:28.560Z,53.03,-162.67,25.8,2.6,"208 km SSE of False Pass, Alaska"
2022-08-20T22:33:02.740Z,17.86,-66.88,15.14,2.52,"13 km SSE of Guánica, Puerto Rico"
2022-08-20T22:27:16.040Z,18.51,-68.17,38.31,3.25,"25 km ESE of Punta Cana, Dominican Republic"
2022-08-20T21:50:56.777Z,52.23,-174.53,157.9,2.6,"22 km W of Atka, Alaska"
2022-08-20T21:15:48.077Z,-31.86,-70.66,101.38,4.3,"30 km ESE of Salamanca, Chile"
2022-08-20T19:50:00.789Z,-30.06,-71.31,75.33,4.5,"12 km SSE of Coquimbo, Chile"
2022-08-20T19:38:42.430Z,58.35,-133.5,0.0,2.5,"54 km E of Juneau, Alaska"
2022-08-20T19:34:46.009Z,-23.72,-179.79,508.4,4.9,south of the Fiji Islands
2022-08-20T19:11:31.270Z,19.51,-65.66,25.0,3.73,"121 km N of Suárez, Puerto Rico"
2022-08-20T19:03:15.111Z,-14.11,-169.44,10.0,2.5,"15 km NNE of Ta`?, American Samoa"
2022-08-20T18:55:17.280Z,17.87,-66.91,13.63,2.72,"11 km S of Guánica, Puerto Rico"
2022-08-20T18:39:27.410Z,-57.13,-25.09,29.12,4.4,South Sandwich Islands region
2022-08-20T18:12:14.110Z,44.8,10.61,10.0,2.8,northern Italy
2022-08-20T18:07:58.171Z,-0.09,96.73,10.0,4.0,"286 km S of Sinabang, Indonesia"
2022-08-20T17:23:43.513Z,-14.09,-169.46,12.91,3.0,"16 km NNE of Ta`?, American Samoa"
2022-08-20T17:12:36.748Z,-11.32,166.41,152.05,4.4,"94 km SE of Lata, Solomon Islands"
2022-08-20T16:48:32.863Z,-24.18,-67.03,176.64,4.3,"72 km W of San Antonio de los Cobres, Argentina"
2022-08-20T16:35:38.615Z,-14.12,-169.45,12.24,2.6,"14 km NNE of Ta`?, American Samoa"
2022-08-20T16:34:04.425Z,-14.1,-169.46,11.63,2.8,"16 km NNE of Ta`?, American Samoa"
2022-08-20T16:07:12.671Z,-7.49,128.6,121.46,4.4,"210 km ENE of Lospalos, Timor Leste"
2022-08-20T15:41:21.579Z,20.33,120.92,10.0,4.4,"109 km W of Basco, Philippines"
2022-08-20T15:40:26.221Z,-5.5,151.94,59.46,4.7,"132 km SSW of Kokopo, Papua New Guinea"
2022-08-20T15:27:22.940Z,17.84,-66.9,7.81,3.21,"14 km S of Guánica, Puerto Rico"
2022-08-20T15:06:51.099Z,-6.06,150.43,66.01,4.3,"64 km SSE of Kimbe, Papua New Guinea"
2022-08-20T15:04:35.856Z,-14.09,-169.46,14.37,2.7,"16 km NNE of Ta`?, American Samoa"
2022-08-20T15:03:52.170Z,38.84,-122.82,2.47,2.59,"9km WNW of Cobb, CA"
2022-08-20T14:50:28.087Z,-61.04,-153.65,10.0,4.5,Pacific-Antarctic Ridge
2022-08-20T14:35:17.192Z,-14.1,-169.44,13.92,2.9,"17 km NNE of Ta`?, American Samoa"
2022-08-20T14:21:13.921Z,-14.1,-169.44,13.89,2.7,"17 km NNE of Ta`?, American Samoa"
2022-08-20T14:18:34.183Z,-14.09,-169.46,11.68,2.7,"16 km NNE of Ta`?, American Samoa"
2022-08-20T13:39:07.476Z,-9.5,159.24,10.0,4.5,Solomon Islands
2022-08-20T13:21:51.899Z,51.87,178.28,114.99,3.2,"Rat Islands, Aleutian Islands, Alaska"
2022-08-20T13:19:44.769Z,58.33,-133.38,0.0,2.6,"60 km E of Juneau, Alaska"
2022-08-20T13:17:56.926Z,-14.1,-169.45,11.98,2.7,Samoa Islands
2022-08-20T13:07:10.315Z,-14.1,-169.46,11.45,3.0,"15 km NNE of Ta`?, American Samoa"
2022-08-20T13:05:40.470Z,-19.63,-173.08,10.0,4.7,"135 km E of Pangai, Tonga"
2022-08-20T12:32:21.094Z,-2.8,128.6,10.0,4.2,"69 km NNW of Amahai, Indonesia"
2022-08-20T12:14:59.335Z,-14.1,-169.46,11.58,3.1,"15 km NNE of Ta`?, American Samoa"
2022-08-20T12:12:47.093Z,-21.66,-176.26,154.36,4.1,"122 km WSW of Haveluloto, Tonga"
2022-08-20T11:58:01.273Z,51.16,-170.1,19.5,3.0,"215 km SSW of Nikolski, Alaska"
2022-08-20T11:48:14.807Z,62.93,-150.55,92.0,3.4,"49 km NNE of Petersville, Alaska"
2022-08-20T11:41:51.810Z,-14.1,-169.46,11.62,2.5,"15 km NNE of Ta`?, American Samoa"
2022-08-20T11:38:29.404Z,-14.1,-169.46,11.56,2.9,"15 km NNE of Ta`?, American Samoa"
2022-08-20T11:31:48.701Z,-14.1,-169.44,13.49,3.5,"16 km NNE of Ta`?, American Samoa"
2022-08-20T11:31:10.110Z,17.84,-66.86,14.27,2.57,"15 km SSE of Guánica, Puerto Rico"
2022-08-20T11:14:04.639Z,51.98,178.38,9.02,2.7,"Rat Islands, Aleutian Islands, Alaska"
2022-08-20T11:06:11.289Z,60.29,-143.28,5.6,2.6,"128 km S of McCarthy, Alaska"
2022-08-20T10:49:15.454Z,-32.48,-179.87,150.14,4.0,south of the Kermadec Islands
2022-08-20T10:42:26.708Z,-14.1,-169.45,11.79,2.8,"15 km NNE of Ta`?, American Samoa"
2022-08-20T10:19:13.424Z,54.31,-159.62,25.5,2.7,"127 km SSE of Sand Point, Alaska"
2022-08-20T09:44:57.438Z,32.84,-100.95,5.62,2.8,"13 km NNW of Snyder, Texas"
2022-08-20T09:25:48.480Z,-14.1,-169.47,11.46,2.6,"15 km NNE of Ta`?, American Samoa"
2022-08-20T08:53:53.225Z,-14.1,-169.48,10.79,2.6,"15 km NNE of Ta`?, American Samoa"
2022-08-20T08:44:06.622Z,-14.1,-169.44,12.51,2.8,Samoa Islands
2022-08-20T08:05:22.923Z,65.65,-165.15,9.9,3.5,"70 km NE of Teller, Alaska"
2022-08-20T07:34:40.952Z,-14.1,-169.47,11.36,2.9,"15 km NNE of Ta`?, American Samoa"
2022-08-20T06:53:50.939Z,-5.89,147.21,79.56,4.1,"95 km NNE of Lae, Papua New Guinea"
2022-08-20T06:18:50.803Z,50.03,-177.39,10.0,3.9,"211 km SSW of Adak, Alaska"
2022-08-20T06:14:16.650Z,-14.1,-169.47,11.26,2.6,"15 km NNE of Ta`?, American Samoa"
2022-08-20T06:03:29.339Z,-14.12,-169.43,12.23,2.5,Samoa Islands
2022-08-20T05:53:17.805Z,-14.1,-169.45,11.66,2.7,"15 km NNE of Ta`?, American Samoa"
2022-08-20T05:39:03.544Z,-14.11,-169.45,11.98,3.1,"15 km NNE of Ta`?, American Samoa"
2022-08-20T05:02:31.239Z,13.39,120.74,48.17,4.2,"5 km S of Abra de Ilog, Philippines"
2022-08-20T04:49:56.559Z,-14.11,-169.5,10.06,3.1,"14 km N of Ta`?, American Samoa"
2022-08-20T04:33:35.950Z,18.02,-67.01,13.28,2.63,"6 km SE of Lajas, Puerto Rico"
2022-08-20T04:08:58.887Z,58.36,-133.51,0.0,2.8,"53 km E of Juneau, Alaska"
2022-08-20T04:07:49.426Z,24.08,122.33,27.83,4.7,"74 km E of Hualien City, Taiwan"
2022-08-20T03:50:07.117Z,-14.09,-169.46,12.87,3.0,"17 km NNE of Ta`?, American Samoa"
2022-08-20T03:34:01.540Z,51.81,-174.31,83.8,2.6,"Andreanof Islands, Aleutian Islands, Alaska"
2022-08-20T03:27:26.387Z,-14.1,-169.47,14.62,3.3,Samoa Islands
2022-08-20T03:24:17.727Z,-23.5,-179.81,539.29,4.2,south of the Fiji Islands
2022-08-20T03:05:25.860Z,-14.06,-169.45,10.0,3.6,"20 km NNE of Ta`?, American Samoa"
2022-08-20T02:45:08.392Z,-19.17,-177.64,557.86,4.2,Fiji region
2022-08-20T02:41:51.736Z,-14.1,-169.44,13.0,3.7,"16 km NNE of Ta`?, American Samoa"
2022-08-20T02:38:47.661Z,63.25,-147.21,6.9,2.9,"82 km WNW of Paxson, Alaska"
2022-08-20T02:37:17.534Z,-14.09,-169.45,10.0,3.3,"17 km NNE of Ta`?, American Samoa"
2022-08-20T02:34:31.730Z,-5.53,147.29,181.41,4.5,"128 km NNW of Finschhafen, Papua New Guinea"
2022-08-20T02:17:38.475Z,2.21,129.36,10.0,4.4,"159 km ENE of Tobelo, Indonesia"
2022-08-20T02:13:55.815Z,-14.1,-169.42,13.22,2.8,Samoa Islands
2022-08-20T01:54:07.678Z,19.86,144.46,424.34,3.9,"Maug Islands region, Northern Mariana Islands"
2022-08-20T01:30:18.317Z,12.97,-88.83,66.3,4.1,"46 km SW of Puerto El Triunfo, El Salvador"
2022-08-20T01:05:39.150Z,-3.65,131.47,10.0,4.4,"260 km NNW of Tual, Indonesia"
2022-08-19T22:05:24.350Z,4.7,125.86,187.31,4.3,"89 km SSE of Sarangani, Philippines"
2022-08-19T22:02:15.823Z,-44.07,39.01,10.0,4.5,Prince Edward Islands region
2022-08-19T21:16:06.606Z,35.05,25.23,12.62,3.7,"8 km ENE of Pýrgos, Greece"
2022-08-19T21:11:43.099Z,44.34,-115.19,10.0,2.5,"23 km WNW of Stanley, Idaho"
2022-08-19T20:45:09.710Z,19.17,-155.5,35.65,3.09,"4 km SSW of P?hala, Hawaii"
2022-08-19T20:13:20.695Z,58.45,-133.39,0.0,2.8,"62 km ENE of Juneau, Alaska"
2022-08-19T19:42:42.048Z,28.06,81.2,10.0,4.9,"12 km NE of Dhaurahra, India"
2022-08-19T19:36:06.315Z,-20.54,-11.58,10.0,4.7,southern Mid-Atlantic Ridge
2022-08-19T19:22:26.759Z,12.34,123.68,32.64,4.6,"2 km ENE of Mobo, Philippines"
2022-08-19T19:06:52.172Z,-7.79,-74.63,156.47,4.5,"65 km N of Pucallpa, Peru"
2022-08-19T18:44:04.070Z,50.43,-176.63,2.4,2.5,"160 km S of Adak, Alaska"
2022-08-19T18:43:09.751Z,14.06,-90.69,110.58,4.2,"14 km N of Iztapa, Guatemala"
2022-08-19T18:36:37.514Z,44.29,149.43,35.0,4.6,"161 km SE of Kuril’sk, Russia"
2022-08-19T18:27:07.054Z,50.14,-179.2,21.3,2.8,"263 km SW of Adak, Alaska"
2022-08-19T18:24:32.500Z,-26.93,26.73,5.0,4.7,"8 km NE of Orkney, South Africa"
2022-08-19T18:17:31.094Z,-8.86,119.3,119.51,4.5,"36 km SW of Komodo, Indonesia"
2022-08-19T17:51:56.631Z,-58.0,-25.71,57.44,5.2,South Sandwich Islands region
2022-08-19T17:43:09.245Z,-14.07,167.14,129.9,4.3,"49 km WSW of Sola, Vanuatu"
2022-08-19T17:17:16.929Z,54.68,-157.03,32.9,2.6,"191 km SE of Perryville, Alaska"
2022-08-19T16:35:59.336Z,37.82,141.83,57.49,4.5,"80 km SE of Ishinomaki, Japan"
2022-08-19T15:02:21.431Z,-17.68,-178.82,517.95,4.1,"202 km ENE of Levuka, Fiji"
2022-08-19T15:01:15.302Z,20.64,120.9,23.96,4.7,"113 km W of Basco, Philippines"
2022-08-19T14:30:40.721Z,20.59,120.94,10.0,4.1,"108 km W of Basco, Philippines"
2022-08-19T13:39:21.534Z,29.25,-97.5,6.97,2.9,"13 km E of Smiley, Texas"
2022-08-19T13:35:13.912Z,-13.45,167.01,175.03,4.4,"75 km NW of Sola, Vanuatu"
2022-08-19T12:47:51.671Z,2.58,132.84,10.0,4.5,"196 km ESE of Tobi Village, Palau"
2022-08-19T12:40:56.408Z,-11.45,166.3,67.78,4.6,"97 km SE of Lata, Solomon Islands"
2022-08-19T12:28:29.466Z,29.68,-42.83,10.0,4.5,northern Mid-Atlantic Ridge
2022-08-19T12:06:12.572Z,13.13,145.64,10.0,4.3,"92 km ESE of Yigo Village, Guam"
2022-08-19T10:19:16.643Z,58.33,-133.41,0.0,2.8,"59 km E of Juneau, Alaska"
2022-08-19T10:17:41.867Z,58.35,-133.42,0.0,2.5,"58 km E of Juneau, Alaska"
2022-08-19T09:44:40.526Z,-28.75,-71.52,29.0,4.8,"76 km WSW of Vallenar, Chile"
2022-08-19T07:51:18.415Z,39.69,22.29,9.28,4.4,"5 km S of Týrnavos, Greece"
2022-08-19T07:10:06.432Z,-24.12,-67.28,201.6,4.4,"98 km W of San Antonio de los Cobres, Argentina"
2022-08-19T07:07:46.815Z,31.66,-104.32,7.6,2.5,"57 km S of Whites City, New Mexico"
2022-08-19T07:04:56.674Z,44.27,-115.16,10.0,2.9,"18 km WNW of Stanley, Idaho"
2022-08-19T04:27:51.480Z,17.86,-66.9,13.14,3.17,"12 km S of Guánica, Puerto Rico"
2022-08-19T04:25:41.703Z,62.75,-151.08,87.6,2.8,"32 km NNW of Petersville, Alaska"
2022-08-19T02:43:26.932Z,-17.96,-178.55,563.19,4.1,"226 km E of Levuka, Fiji"
2022-08-19T02:42:12.196Z,-20.45,-11.76,10.0,5.4,southern Mid-Atlantic Ridge
2022-08-19T02:35:22.747Z,52.7,158.1,121.78,4.5,"31 km SSW of Paratunka, Russia"
2022-08-19T02:12:04.320Z,58.35,-133.43,0.0,2.8,"58 km E of Juneau, Alaska"
2022-08-19T01:40:11.745Z,56.27,-156.55,44.7,2.5,"115 km E of Chignik, Alaska"
2022-08-19T01:27:44.264Z,-8.96,67.4,10.0,4.6,Mid-Indian Ridge
2022-08-19T01:06:57.260Z,17.86,-66.9,13.91,2.75,"12 km S of Guánica, Puerto Rico"
2022-08-19T01:00:28.480Z,-20.21,-11.87,10.0,4.7,southern Mid-Atlantic Ridge
2022-08-19T00:46:13.186Z,-20.37,-11.73,10.0,4.6,southern Mid-Atlantic Ridge
2022-08-19T00:22:26.877Z,0.71,-78.02,10.0,4.6,"13 km NW of El Ángel, Ecuador"
2022-08-18T23:59:56.128Z,-20.54,-11.15,10.0,4.8,southern Mid-Atlantic Ridge
2022-08-18T23:55:13.515Z,-20.35,-12.05,10.0,4.6,southern Mid-Atlantic Ridge
2022-08-18T23:51:40.378Z,-20.39,-11.73,10.0,4.7,southern Mid-Atlantic Ridge
2022-08-18T23:20:05.048Z,-20.39,-11.94,10.0,4.6,southern Mid-Atlantic Ridge
2022-08-18T23:02:55.629Z,-20.31,-11.85,10.0,4.9,southern Mid-Atlantic Ridge
2022-08-18T22:59:53.244Z,-20.14,-12.09,10.0,4.9,southern Mid-Atlantic Ridge
2022-08-18T22:58:47.182Z,-20.21,-11.96,10.0,4.9,southern Mid-Atlantic Ridge
2022-08-18T22:57:37.494Z,-20.16,-11.81,10.0,4.9,southern Mid-Atlantic Ridge
2022-08-18T22:10:59.573Z,-33.57,-178.63,31.08,4.3,south of the Kermadec Islands
2022-08-18T22:08:26.913Z,38.16,-116.03,0.1,2.5,"62 km NNW of Rachel, Nevada"
2022-08-18T21:48:22.784Z,58.34,-133.56,5.0,3.2,"50 km E of Juneau, Alaska"
2022-08-18T21:41:01.827Z,-25.81,-179.97,463.87,4.3,south of the Fiji Islands
2022-08-18T21:24:29.358Z,-20.28,-12.44,10.0,4.8,southern Mid-Atlantic Ridge
2022-08-18T20:50:21.787Z,2.21,129.27,8.09,4.4,"150 km ENE of Tobelo, Indonesia"
2022-08-18T20:45:31.130Z,12.7,-87.33,143.51,4.4,"14 km ESE of Jiquilillo, Nicaragua"
2022-08-18T20:28:21.215Z,-15.28,-178.12,418.31,4.2,"107 km S of Alo, Wallis and Futuna"
2022-08-18T19:30:07.063Z,-27.47,-178.42,267.93,4.1,Kermadec Islands region
2022-08-18T18:20:39.573Z,4.29,125.8,102.1,4.5,"129 km SSE of Sarangani, Philippines"
2022-08-18T18:08:34.701Z,43.88,-128.27,10.0,3.1,off the coast of Oregon
2022-08-18T17:43:25.462Z,-22.3,171.67,129.51,4.9,southeast of the Loyalty Islands
2022-08-18T17:18:58.011Z,-20.94,-69.24,88.74,4.2,"Tarapaca, Chile"
2022-08-18T16:57:45.207Z,-10.33,161.54,79.65,4.4,"44 km WNW of Kirakira, Solomon Islands"
2022-08-18T16:32:19.883Z,-24.43,-179.77,526.31,4.0,south of the Fiji Islands
2022-08-18T14:01:40.487Z,-60.09,-26.63,47.86,4.7,South Sandwich Islands region
2022-08-18T13:29:36.651Z,-59.98,-26.9,37.76,4.6,South Sandwich Islands region
2022-08-18T13:19:09.208Z,-7.01,129.73,122.48,4.2,"Kepulauan Babar, Indonesia"
2022-08-18T12:32:29.377Z,-6.74,129.72,139.18,4.5,Banda Sea
2022-08-18T12:30:13.580Z,18.98,-155.43,36.71,3.03,"18 km ESE of Naalehu, Hawaii"
2022-08-18T11:30:58.596Z,51.41,-174.41,1.9,2.8,"88 km S of Atka, Alaska"
2022-08-18T11:29:57.620Z,18.98,-155.43,36.6,2.59,"18 km ESE of Naalehu, Hawaii"
2022-08-18T10:30:39.630Z,19.41,-155.33,5.43,2.54,"11 km WSW of Volcano, Hawaii"
2022-08-18T10:20:00.355Z,54.5,-159.67,23.6,2.5,"107 km SSE of Sand Point, Alaska"
2022-08-18T10:13:31.337Z,63.75,-169.21,16.8,2.5,"63 km E of Savoonga, Alaska"
2022-08-18T09:55:16.336Z,5.79,127.2,55.31,4.4,"129 km ESE of Pondaguitan, Philippines"
2022-08-18T09:39:18.908Z,27.56,139.81,490.06,4.8,"Bonin Islands, Japan region"
2022-08-18T09:28:29.684Z,23.96,122.46,31.72,4.4,"78 km SW of Yonakuni, Japan"
2022-08-18T08:43:27.046Z,-49.51,117.43,10.0,4.4,western Indian-Antarctic Ridge
2022-08-18T08:14:05.182Z,-20.42,-11.62,10.0,4.6,southern Mid-Atlantic Ridge
2022-08-18T08:07:38.244Z,-20.31,-12.13,10.0,4.3,southern Mid-Atlantic Ridge
2022-08-18T08:03:17.996Z,-33.4,-178.81,23.65,4.2,south of the Kermadec Islands
2022-08-18T07:46:27.625Z,0.36,124.37,173.1,5.5,"116 km SSW of Tomohon, Indonesia"
2022-08-18T07:21:54.330Z,18.42,-64.79,97.0,3.78,"10 km N of Cruz Bay, U.S. Virgin Islands"
2022-08-18T07:11:37.021Z,26.55,127.74,39.69,4.8,"16 km NNW of Ishikawa, Japan"
2022-08-18T05:46:08.524Z,37.6,141.73,46.86,5.1,"near the east coast of Honshu, Japan"
2022-08-18T04:57:52.970Z,18.23,-68.42,60.0,3.74,"25 km SE of Boca de Yuma, Dominican Republic"
2022-08-18T04:36:56.192Z,54.43,-161.52,5.8,3.1,"86 km SE of King Cove, Alaska"
2022-08-18T04:35:41.715Z,-6.55,129.07,217.36,4.1,Banda Sea
2022-08-18T04:06:45.411Z,35.51,141.31,35.0,4.9,"49 km ESE of Hasaki, Japan"
2022-08-18T03:45:23.789Z,-54.12,-55.72,10.0,4.6,Falkland Islands region
2022-08-18T03:01:06.420Z,18.17,-67.18,17.16,2.83,"5 km SW of Mayagüez, Puerto Rico"
2022-08-18T02:41:22.646Z,44.38,149.45,10.0,4.1,"156 km SE of Kuril’sk, Russia"
2022-08-18T02:10:22.760Z,-34.37,-70.61,106.97,5.3,"21 km S of Machalí, Chile"
2022-08-18T02:09:46.775Z,-55.93,-27.29,35.0,4.7,South Sandwich Islands region
2022-08-18T01:43:26.730Z,19.53,-67.36,50.0,3.77,"117 km NNW of San Antonio, Puerto Rico"
2022-08-18T01:03:17.765Z,-2.81,128.93,10.0,4.4,"58 km N of Amahai, Indonesia"
2022-08-18T00:50:32.440Z,67.83,-153.59,3.5,2.5,"85 km WSW of Anaktuvuk Pass, Alaska"
2022-08-18T00:28:47.660Z,33.36,-115.79,2.77,2.92,"6km WNW of Bombay Beach, CA"
2022-08-17T23:31:06.655Z,11.36,-87.21,10.0,4.3,"89 km WSW of Masachapa, Nicaragua"
2022-08-17T23:15:06.660Z,-50.11,119.88,10.0,4.7,western Indian-Antarctic Ridge
2022-08-17T22:52:55.776Z,-50.12,120.51,10.0,4.5,western Indian-Antarctic Ridge
2022-08-17T21:23:25.529Z,51.87,-173.19,29.66,3.5,"78 km ESE of Atka, Alaska"
2022-08-17T20:48:27.090Z,31.56,-115.7,7.58,2.55,"83km ESE of Maneadero, B.C., MX"
2022-08-17T20:08:00.444Z,32.77,-100.66,7.8,2.75,"17 km NNE of Hermleigh, Texas"
2022-08-17T19:51:48.755Z,62.36,-149.13,3.3,3.1,"43 km ENE of Susitna North, Alaska"
2022-08-17T19:04:06.161Z,-32.61,-178.42,24.5,4.4,south of the Kermadec Islands
2022-08-17T18:19:41.948Z,19.25,146.95,10.0,4.2,Mariana Islands region
2022-08-17T17:50:43.302Z,-0.36,-80.78,10.0,4.5,"47 km WNW of Bahía de Caráquez, Ecuador"
2022-08-17T17:40:19.880Z,18.85,-155.24,8.74,2.54,"43 km SE of Naalehu, Hawaii"
2022-08-17T17:16:15.325Z,17.09,-62.85,151.63,4.3,"24 km SSW of Trinity, Saint Kitts and Nevis"
2022-08-17T17:10:19.648Z,0.44,-25.11,10.0,4.9,central Mid-Atlantic Ridge
2022-08-17T17:05:10.050Z,38.59,-119.46,3.8,2.83,"8km NNE of Walker, CA"
2022-08-17T16:11:28.460Z,-0.26,129.75,10.0,4.9,"181 km WNW of Sorong, Indonesia"
2022-08-17T16:07:57.965Z,53.14,-166.8,21.8,3.0,"83 km SSW of Unalaska, Alaska"
2022-08-17T15:55:41.880Z,-0.32,129.69,19.01,4.5,"185 km WNW of Sorong, Indonesia"
2022-08-17T15:55:03.522Z,43.17,-126.97,10.0,2.8,"207 km W of Langlois, Oregon"
2022-08-17T15:46:51.547Z,4.84,-76.05,128.81,4.6,"7 km S of El Águila, Colombia"
2022-08-17T15:43:08.064Z,23.97,122.58,33.79,4.1,"69 km SW of Yonakuni, Japan"
2022-08-17T15:34:35.497Z,52.09,-171.13,19.9,2.6,"181 km WSW of Nikolski, Alaska"
2022-08-17T14:22:00.490Z,18.82,-67.3,10.0,3.52,"42 km NNW of San Antonio, Puerto Rico"
2022-08-17T14:02:56.749Z,51.06,-170.26,25.8,2.8,"230 km SSW of Nikolski, Alaska"
2022-08-17T13:51:08.960Z,18.91,-155.54,36.24,2.91,"17 km SSE of Naalehu, Hawaii"
2022-08-17T13:34:03.336Z,0.24,121.76,208.44,4.4,"148 km WSW of Gorontalo, Indonesia"
2022-08-17T13:25:59.009Z,44.3,149.67,10.0,4.9,"175 km SE of Kuril’sk, Russia"
2022-08-17T13:04:05.349Z,39.37,143.17,28.96,4.4,"105 km E of Yamada, Japan"
2022-08-17T12:56:31.898Z,-7.0,125.47,480.97,5.5,"171 km N of Metinaro, Timor Leste"
2022-08-17T12:17:04.238Z,33.26,141.86,10.0,4.3,"253 km SE of Katsuura, Japan"
2022-08-17T11:19:56.192Z,32.78,-100.65,7.75,3.1,"18 km NNE of Hermleigh, Texas"
2022-08-17T11:04:57.330Z,17.96,-66.83,17.88,2.5,"3 km SSW of Indios, Puerto Rico"
2022-08-17T10:47:46.460Z,17.94,-67.02,7.0,3.26,"4 km SE of La Parguera, Puerto Rico"
2022-08-17T10:11:16.166Z,-60.13,-23.63,10.0,4.4,South Sandwich Islands region
2022-08-17T09:41:09.875Z,52.05,-175.57,186.0,2.5,"75 km ENE of Adak, Alaska"
2022-08-17T09:38:33.233Z,55.66,-159.41,91.0,3.0,"27 km S of Ivanof Bay, Alaska"
2022-08-17T09:38:18.686Z,45.2,150.06,74.59,4.7,"171 km E of Kuril’sk, Russia"
2022-08-17T09:35:15.352Z,9.64,125.85,132.73,4.9,"13 km W of Socorro, Philippines"
2022-08-17T09:24:21.718Z,61.19,-150.02,54.8,3.1,Southern Alaska
2022-08-17T09:24:21.133Z,61.17,-150.04,53.0,3.3,"9 km SW of Anchorage, Alaska"
